tag,value,copyCount,author
早安,早安/世界上你或许不是最优秀的人，但我爱上你的时候，你就是我全世界的唯一。,0,网络
早安,早安/我会排除所有的阻力和你在一齐，好好照顾你一辈子。,0,网络
早安,早安/我想借你一生说话，能够吗,0,网络
早安,早安/喜欢看你认真的样貌，忍不住想要永远拥有你的微笑。,0,网络
早安,早安/早晨，看见红日升起，愿你生活如红日般红火;早晨，看见白云飘荡，愿你的心境如白云般自在;祝早安，开心每一天。,0,网络
早安,早安/之后，我见过千万人，像你的发，像你的眼，却都不是你的脸。,0,网络
早安,早安/喜欢你，是我做过最靠近爱情的事。,0,网络
早安,早安/我需要牵着你的手，才能告诉你什么是永远，早安!,0,网络
早安,早安/我做事情从来都是分钟热度，但却爱了你很久很久,0,网络
早安,早安/睡也是你，醒也是你，无孔不入也是你，吃饭想你，走路想你，望穿秋水还是你。,0,网络
早安,早安/我明白你会来，所以我等。,0,网络
早安,早安/请把你的心托付给我，我会和我的心放在一齐，无论世事如何变迁，都无法转变我的信念，因为我已把我的心交托给你。,0,网络
早安,早安/我想留下来陪你生活，一齐吃点苦，偶尔也享点福。如果都不想的话，就陪你度过那些最难熬的日子，无论怎样我都在。,0,网络
早安,早安/这短短的一生我们最终都会失去你不妨大胆一些爱一个人攀一座山追一个梦,0,网络
早安,早安/期望每一天早上睁开眼睛看到的第一个人都是你,0,网络
早安,早安/早上好，一束阳光照在身，祝你天天都开心，财神家中去，梦想变成真，今日中大奖，明天去上任，我对你的祝福全都是真心。老婆早安!,0,网络
早安,早安/我莫名奇妙的笑了，只正因想到了你。,0,网络
早安,早安/你只需要不分青红皂白的站在我这边就好了,0,网络
早安,早安/其实最幸福的事是：你喜欢的人，比你更加喜欢你。,0,网络
早安,早安/你比较喜欢猫还是狗，猫:喵;狗:汪汪。,0,网络
早安,早安/期望我跟你的名字能写在一齐，不管是在婚礼的喜帖上，还是在葬礼的墓碑上。,0,网络
早安,早安/我说，在看不到你的时候，就是我最寂寞的时候。,0,网络
早安,早安/早上好，一束阳光照在身，祝你天天都开心，财神家中去，梦想变成真，今日中大奖，明天去上任，我对你的祝福全都是真心。老婆早安!,0,网络
早安,早安/不管将来发生什么事，你变成什么样貌，你依然是我最爱的，早安!,0,网络
早安,早安/爱上你不需要理由，但如果真的需要，一万个理由也不够，早安!,0,网络
早安,早安/如果不爱了就别勉为其难虽然我也不想说声再见,0,网络
早安,早安/喜欢你，就像一封旧情书，你的名字是我最熟悉的笔画,0,网络
早安,早安/有些事经历过也未必不好。有那样的经历也算是异常的。但有些事只要经历过一次就足够了。见一次就足够。老婆早安!,0,网络
早安,早安/风是透明的，雨是滴答的，云是流动的，歌是自由的，爱是用心的，天是永恒的，你是难忘的。,0,网络
早安,早安/梦里有你，香甜无比；心里有你，充实无比；身边有你，幸福无比。,0,网络
早安,早安/人海中，认定了你，这便是我的执着，早安!,0,网络
早安,早安/好想听你一句喜欢我哪怕是开玩笑,0,网络
早安,早安/自从你出现之后，我才知道:原来有人爱是多么的美，早安!,0,网络
早安,早安/用牛奶的营养抚摸清晨的阳光，用面包的麦香轻吻温暖的梦乡，早上好，亲爱的。,0,网络
早安,早安/突然很怕老去，很怕死亡，很怕意外的来临，如果有一天我不在你身边了，谁来护你周全，谁来陪你走过一生流年。,0,网络
早安,早安/好想听你一句喜欢我哪怕是开玩笑,0,网络
早安,早安/每想你一次，天上就多一颗星星，于是，有了银河系。,0,网络
早安,早安/你最可爱，我说时来不及思索，但思索之后，还是这样说。,0,网络
早安,早安/我是个坏脾气的人，却还是能够容忍你。,0,网络
早安,早安/我想在五十年之后的早餐，我必须还是像此刻一样爱你，早安!,0,网络
早安,早安/我能想到的最完美的事就是，在喜欢你的每一天里，被你喜欢。,0,网络
早安,早安/我需要牵着你的手，才能告诉你什么是永远，早安!,0,网络
早安,早安/天明，亮起的不只是阳光，还要有你的好心境哦，早安!,0,网络
早安,早安/有些事经历过也未必不好。有那样的经历也算是异常的。但有些事只要经历过一次就足够了。见一次就足够。老婆早安!,0,网络
早安,早安/早安!看着天边的红日蹦出来一次又一次，期望你的一天也如刚升起的红日一般!,0,网络
早安,早安/我怕我做的不好，让你觉得爱情也可是如此,0,网络
早安,早安/听说你的意中人是个盖世英雄我不会盖世但我会给你盖被子,0,网络
早安,早安/我愿意变成一条鱼，一生都不闭眼睛，一向看着你，早安!,0,网络
早安,早安/听到一些事，明明不相干的”“也会在心里拐几个弯想到你”,0,网络
早安,早安/傻笑不是与生俱来，而是由我爱上你那一刻开始。,0,网络
早安,早安/如果你愿意，我就喜欢你，如果你不愿意，我就单相思，你愿意吗,0,网络
早安,早安/青山不及你眉长，水清不似你目澈，跨过山水几场雨，我一生只要一个你，早安!,0,网络
早安,早安/有时候，必须有人让我们落下眼泪，才能让我们清醒过来，其实我们应当拥有一个令我们微笑的人。老婆早安!,0,网络
早安,早安/听说时间会把陪伴熬成最美的情话,0,网络
早安,早安/我想和你过面朝大海，春暖花开的日子，余生都有你。,0,网络
早安,早安/我想你必须很忙，所以你只看前三个字就好。,0,网络
早安,早安/因为有你，世界变得美丽；因为有你，生活有了意义；因为有你，一切都是甜蜜。你是我的乍见之欢，你是我的眼神所向，你是我的温柔的归宿，你是我的嘴角扬起的理由。,0,网络
早安,早安/我想和你过面朝大海，春暖花开的日子，余生都有你。,0,网络
早安,早安/期望我跟你的名字能写在一齐，不管是在婚礼的喜帖上，还是在葬礼的墓碑上。,0,网络
早安,早安/如果这一生我们爱不够，来世必能长久。,0,网络
早安,早安/我能够什么都不要，牵着你的手，也能够走到余生,0,网络
早安,早安/你出石头，我出布，你输了，陪我一辈子；你出剪刀，我出布，我输了，陪你一辈子。,0,网络
早安,早安/万般荆棘我来跨，你只要等着我就好,0,网络
早安,早安/我的被子又香又软又舒服，要不要跟我一齐盖，早安!,0,网络
早安,早安/我想用余生为你暖一盏茶，晚风微扬时勿忘回家，早安!1.四季春秋，沧山泱水，都不及你早晨的嫣然一笑，早安!,0,网络
早安,早安/伸个懒腰，舒展甜美笑容；打开窗帘，迎接温暖晨光；吹吹微风，吹走过去烦恼；淡妆启程，新的一天全新自我。早安，祝美丽心情,0,网络
早安,早安/一路走来，有千万人经过身边，可是却只有你相知相伴，岁月流转，磨灭了誓言，冲淡了情缘，在飞逝的时光面前，唯朋友永远。早安！,0,网络
早安,早安/假如你没有惊天动地的大事可以做，那就做个小人物，给一个孩子做父母，给一对老人做孝顺的子女，给你的另一半简单而幸福的人生。,0,网络
早安,早安/时钟敲响，骄阳升起，凉风吹荡。在这一天最惬意的时候，赶紧起来，看看这一片蔚蓝的天空吧，它给了我们无尽的希望，早安！,0,网络
早安,早安/这满目星河也抵不过你对我展眉一笑。早安。,0,网络
早安,早安/每一天的太阳都愿照在你的身上，让你一天都保持好心情，早安!,0,网络
早安,早安/昨晚你说睡了，你知道我说了多少次你的名字才睡着我吗，在数到1313次我醒了，在1314次对你说“早安”，说不定就是一辈子了。,0,网络
早安,早安/跟你说早安，是想让你知道，睁开眼睛第一个想到的，是你。,0,网络
早安,早安/你的微笑，是我这辈子见过最美的景色，我想收藏这样的风景一辈子。早安!,0,网络
早安,早安/在对你说出晚安后我睡着了了，今天对你说出早安后，我又开始期盼晚安了。,0,网络
早安,早安/总想把世界上最好的都给你，却发现世界最好的就是你。早安!,0,网络
早安,早安/最近牙痛，因为常常想你，感觉太甜蜜，长蛀牙了。早安~,0,网络
早安,早安/如果黑夜太难熬，我陪你日夜颠倒。早安!,0,网络
早安,早安/花开花落千年，我对你的爱永生不变。早安!,0,网络
早安,早安/生活就是一幅美丽的风景画，而你就是这画中人，让人忘记昼夜更替忘掉四季轮回，只愿沉醉其中。早安~,0,网络
早安,早安/你是我永远的春天，是我美丽的风景，一生与你不离不弃，每天准时给你一句早安。,0,网络
早安,早安/若有幸到白头，绝不负你此生温柔。早安!,0,网络
早安,早安/我小小的世界，装不下太多，只能装下在乎我和我在乎的你。早安~,0,网络
早安,早安/我要收一个可爱到爆炸的小朋友，听说你最合适，以后你的早安问候都由我来说了，早安，我家小宝贝。,0,网络
早安,早安/世上最幸福的工作就是做你的专职爱人。早安!,0,网络
早安,早安/走在路上，满脑子都是你，发现风都是甜的。早安~,0,网络
早安,早安/心中自从有了期待的人，见到你的每一天都是崭新的一天。早安!,0,网络
早安,早安/在千千万万种可能里，我只会选择你。早安!,0,网络
早安,早安/狭路相逢勇者胜，温柔只给意中人，早安!,0,网络
早安,早安/你喜欢我这件事，我允许了。早安!,0,网络
早安,早安/没有谁的缘分是天注定的，我不想错过，所以我就来了，出现在你的每个清晨，对你说出早上好!,0,网络
早安,早安/喜欢你，想和你在一起。早安!,0,网络
早安,早安/放下你手的一切，接住这个满心满眼都是你的男孩子吧，我相信他一定能做好的。早安,0,网络
早安,早安/别追公交车了，追我吧。早安!,0,网络
早安,早安/早安，你是我平淡白开水的生活里加的一颗糖，让我的生活也跟着甜蜜起来。,0,网络
早安,早安/情书是我抄的，但喜欢你是真的。早安!,0,网络
早安,早安/自从遇见你，一切都和以前不同了。早安!,0,网络
早安,早安/在这个晴空暖阳下，陪你看花开倾城，陪你听潮起潮落，陪你欢喜，陪你微笑，就这样生生世世，尘埃落定。,0,网络
早安,早安/只要你还在，我就不怕孤独。孤独是一个可怕的命题，往往是相爱的人不会孤独，孤独的人更加孤独。一个人独处的时光，怎么也比不上和你共处的片刻。亲爱的，早上好。,0,网络
早安,早安/希望有个如你一般的人，如山间清爽的风，如古城温暖的光，从清晨到夜晚，由山野到书房只要最后是你，就好。早安!,0,网络
早安,早安/我的脑海里，总有一种声音在呼唤我，后来我才知道原来是你的名字。早安!,0,网络
早安,早安/不知道为什么，你的脸，总有一种让我拥抱你的幻想。可能是我太喜欢你了吧，不知不觉就想要吻你，早安~,0,网络
早安,早安/你一定是皮卡丘，为什么我一见到你就有一种心脏麻痹的感觉，早安!,0,网络
早安,早安/就算全世界都否定，我也要跟你在一起。早安!,0,网络
早安,早安/放弃你，下辈子吧!!早安!,0,网络
早安,早安/你不孤单，有我早安。Good morning，新的一天。,0,网络
早安,早安/起床就告诉你一个秘密：“今天的我依然喜欢你哦”。,0,网络
早安,早安/听说美女都要早起，我是美女我先起。,0,网络
早安,早安/不知道你今天早上在做什么，反正我在想你。,0,网络
早安,早安/今天是个美好的日子，想你的一天又开始了。,0,网络
早安,早安/如果你特别喜欢一个女孩子你早上就要对她说，“早安我的公主殿下”。,0,网络
早安,早安/早安，我这该死的美女又给大家送来了十全十美的祝福。,0,网络
早安,早安/你还在甜甜梦乡，我已沐阳光，踏朝霞。,0,网络
早安,早安/对你说一句早安，心里就撒满了阳光，我今天一定是第一个想你的人。,0,网络
早安,早安/今天早早便起了床，以便早点开始想你。,0,网络
早安,早安/早啊，小懒猪，我帮你把太阳挂起来啦！,0,网络
早安,早安/早上好，我想把清晨的第一缕阳光送给你。,0,网络
早安,早安/起床的时候吃了糖，告诉自己今天也是甜甜的一天。,0,网络
早安,早安/今天你又长大了一点，所以我比昨天又多爱你一点。早安！,0,网络
早安,早安/今日也是与温暖相遇的日子。早安！,0,网络
早安,早安/希望我喜欢的你能度过轻松美好的一天，早安,0,网络
早安,早安/你总说我嘴硬，不亲一下怎么知道是不是软的，早安,0,网络
早安,早安/早安，想你的一天已经开启,0,网络
早安,早安/有时间多看看“陕西第一深情”的作品，教你秒变暖男,0,网络
早安,早安/想做你的小可爱，只对你一人说，早安,0,网络
早安,早安/早上好呀，想你的一天要开始咯，么么哒,0,网络
早安,早安/好好学习天天爱我，早安,0,网络
早安,早安/突然很怕老去，很怕死亡，很怕意外的来临，如果有一天我不在你身边了，谁来护你周全，谁来陪你走过一生流年。,0,网络
早安,早安/我需要你，一刻都离不开你。早安！,0,网络
早安,早安/我遇到了你，你也遇到了我。真好。早安！,0,网络
早安,早安/有你在的地方，天气明朗，万物可爱。早安！,0,网络
早安,早安/你是我的乍见之欢，你是我的眼神所向，你是我的温柔的归宿，你是我的嘴角扬起的理由。早安！,0,网络
早安,早安/以后，我来负责赚钱，负责家务，负责养你，你负责爱我就好了。,0,网络
早安,"早安/不是除了你，我就没人要了。只是除了你，我谁都不想要。
14喜欢你的笑容，喜欢静静的看着你，我的忧愁像云一般一下子就飞去了。",0,网络
早安,早安/你对我一见倾心，我对你一见如故。初遇是你，余生都是你。,0,网络
早安,早安/想把世界上最好的都给你，却发现世界上最好的就是你,0,网络
早安,早安/把你的心给我一小部分，把我的整个拿去，早安！,0,网络
早安,早安/每次鼓起勇气想转身逃跑，都输在你轻轻的一个拥抱，早安！,0,网络
早安,早安/我不是一个百分之百的好人，但是我对你是百分之百的用心，早安！,0,网络
早安,早安/因为爱你，所以爱你！因为爱，所以爱，因为你，我才爱，就算太阳从西边升起，我对你的爱也会永远不变！早安！,0,网络
早安,早安/没有你的城市，我就像一个没有爱情温暖的男人；很想你的时候，我就静静轻轻呼唤你的名字，我爱你，这是我一生的承诺！早安！,0,网络
早安,早安/在一年的每个日子，在一天每个小时，在一小时的每一分钟，在一分钟的每一秒，我都在想你，早安呀！,0,网络
早安,早安/世上最浪漫和最自私的话就是：你是我一个人的。,0,网络
早安,早安/你可知我百年的孤寂只为你一人守候，千夜的恋歌只为你一人而唱，早安！,0,网络
早安,早安/与你相识是一种缘，与你相恋是一种美，与你相伴是一种福，我愿和你相伴到永远，早安！,0,网络
早安,早安/狭路相逢勇者胜，温柔只给意中人，早安！,0,网络
早安,早安/我喜欢紧紧地抱住你的那一刻，感觉就像得到了全世界。,0,网络
早安,早安/任何时候任何情况，只要你需要我，我立即赶来，尽我全力为你做事。,0,网络
早安,早安/多想情窦初开是你，细水长流是你，柴米油盐是你，余生白首的也是你！,0,网络
早安,早安/你是我想和全世界炫耀，又不舍得和任何人分享的人。,0,网络
早安,早安/000049，你看这么不容易的事我都做到了，而且那个人还是你，何其有幸。,0,网络
早安,早安/总有一天，你会遇到一个彩虹般绚烂的人，怦然而心动，就如我。,0,网络
早安,早安/早安，早起太费脑，我想着高低给你来一句情话暖你一整天，由于我想不出来，明天换你暖我,0,网络
早安,早安/太阳当空照，我来对你笑，早安哇,0,网络
早安,早安/早哇，玉皇大帝派我来问问你为什么那么招人喜欢,0,网络
早安,早安/早哇，今天又是加油把公司干倒闭的一天,0,网络
早安,早安/春眠不觉晓，有点小烦恼，宝贝早上好，不好也拉倒,0,网络
早安,早安/皇上，该上早朝了。臣子们等着您定夺早餐吃豆浆油条.还是包子小米粥,0,网络
早安,早安/早上好啊，我带着我的可爱营业了,0,网络
早安,早安/今早太阳请假了，所以由我来对你说早安吧（阴雨天使用）,0,网络
早安,早安/童话故事中的公主都是被王子吻醒的，而我这位公主却是被尿憋醒的,0,网络
早安,早安/太阳出来喜洋洋，我叫小猪快起床,0,网络
早安,早安/从今天起，答应自己的事就要尽力去做到答应自己要去的地方就要尽力去抵达。早安❤❤不要亏待了自己哦⊙∀⊙！,0,网络
早安,早安/我始终相信，走过平湖烟雨，岁月山河，那些经历劫数，尝遍百味的人，会更加生动而干净。早上好❤❤努力完成今日计划,0,网络
早安,早安/风很温柔，水很清澈，花很鲜艳，你很特别。早❤～我很喜欢,0,网络
早安,早安/走得越远，越觉得自己渺小;见识越广，计划越小;经历越多，抱怨越少;越闲，越矫情。早安❤努力充实自己,0,网络
早安,早安/84能消毒，酒精能消毒，你知道你能消什么毒吗？——能消除我的孤独。,0,网络
早安,早安/周杰伦的晴天，莫文蔚的阴天，孙燕姿的雨天。都不如你和我聊天。,0,网络
早安,"早安/“我带你去喝一种酒你绝对没有喝过。”
“什么酒？”
“我们的喜酒。”",0,网络
早安,早安/星海滚烫，你是人间理想;皓月清凉，你是人间曙光。,0,网络
早安,"早安/“你想要什么？”
“很棒的公寓”
“有趣的工作”
“可以一起看电影的人”
早上好❤因为有所求所以要变得更好",0,网络
早安,早安/宇宙山河浪漫，生活点滴温柔，都值得我们前进。早❤❤,0,网络
早安,早安/写了五行关于火的诗，两行烧茶，两行留到冬天，剩下的一行，留给你在停电的晚上读我。早上好☀,0,网络
早安,早安/云朵偷喝了我放在房顶上的酒，于是她脸红了变成了晚霞。早上好吖❤,0,网络
早安,早安/我爱你。胜于昨日 ，略匮今朝。早安❤,0,网络
早安,早安/你一定要站在自己所热爱的世界里闪闪发光。早上好❤在家也要记得好好吃早餐~,0,网络
早安,早安/躲在暗处的星星✨在努力发光。早安❤你也要努力啊！,0,网络
早安,早安/你的心是旷野的鸟，我在你的眼里找到了星空。早啊❤❤,0,网络
早安,早安/你是不久的清晨，向我温柔狂奔。早❤,0,网络
早安,早安/你上下都好看，左右都迷人，横竖都属于我。早啊❤❤,0,网络
早安,早安/可可爱爱，没有脑袋;开开心心，没有脑筋;白白胖胖，充满希望。早安❤呐~给你,0,网络
早安,早安/希望你继续兴趣盎然地和世界交手，要勇敢，要善良，要一直走在充满鲜花的道路上。早啊❤❤一起去，更远的地方！,0,网络
早安,"早安/往事不回头，未来不将就，
酸甜苦辣自己尝，喜怒哀乐自己扛
愿你眼中总有光芒，活成你想要的模样
早上好吖❤",0,网络
早安,早安/没人扶你的时候，自己要站直，路很长，背影要美。早❤看起来很好吃的亚子,0,网络
早安,早安/喜欢你的感觉怎么说？就是想把柚子最甜的部分给你，奶油蛋糕上的小樱桃也给你最大的鸡腿也给你。早啊❤美好的东西，应该是合衬你的。,0,网络
早安,早安/认真生活你就能找到生活藏起来的糖果早啊❤小熊软糖~,0,网络
早安,早安/天下没有不散的筵席，如果你请客的话，我可以多吃一点。早啊❤吧唧,0,网络
早安,早安/想认真向风学学，怎么往你怀里钻。早吖❤钻进你的怀里,0,网络
早安,早安/五月，做一个内心充满阳光的人，对买一件热爱的事情都全力以赴。早上好吖❤时光，一定会让你满载而归,0,网络
早安,早安/好心情每天照常营业，坏心情永远打烊早啊❤又到周一啦～,0,网络
早安,早安/希望所有的陪伴都是，她怎么越看越可爱？而不是算了算了都这么久了。早上好吖❤,0,网络
早安,早安/风里藏着温柔，你藏着风里。早❤起床啦,0,网络
早安,早安/我一天一天明白你的平凡，同时却一天一天愈更深切地爱你，你如照镜子，你不会看得见你特别好的所在，但你如走进我的心里来时，你一定能知道自己是这样的好法。早安❤❤,0,网络
早安,早安/你是我难以预料的惊喜，也是我来日方长的温柔。早❤,0,网络
早安,早安/春天应该暗恋一个人，然后~夏天和他私奔hh早安呀❤走啊遛弯去咯,0,网络
早安,早安/我的时光，你的白发。早啊❤节日快乐,0,网络
早安,早安/我在一个北方的寂寞的上午，一个北方的上午，思念着一个人，我是一些诗歌草稿，你是一首诗。早啊❤❤,0,网络
早安,早安/初见你像是云雨撞见山风，才一相逢，便该相拥，便能想融。早啊❤❤,0,网络
早安,早安/我见过春和景明和夏荷万顷，于是确定，你比他们更算人间盛景。早安❤❤,0,网络
早安,早安/我真想拉起你的手，逃向初晴的天空和田野，不畏缩也不回顾。早安呀❤❤,0,网络
早安,早安/一泓清泉匿在你的眸子里，像空山落过一场新雨，望一眼就暑意尽去。早❤❤,0,网络
早安,早安/做星星一样的人，有棱有角，努力发光，这样的你注定光芒万丈。早安❤️周五咯,0,网络
早安,早安/人生最好的作品就是自己，哪怕无人无人欣赏也要学会独自绽放。早ﾉ☀,0,网络
早安,早安/慢慢来，谁还没有一个努力的过程。早❤️重要的是要在路上哦～,0,网络
早安,早安/我希望你每天都开开心心，高高兴兴。不是为了照亮别人，而是为了温暖自己。早❤️小可爱,0,网络
早安,早安/多吃水果蔬菜，多喝豆浆牛奶。多看星星月亮，多散步吹吹风。多笑一笑，多表达爱，多多努力。生活的温柔都会哒哒跑进你的怀里。早啊❤️美好的一天从早餐开启,0,网络
早安,早安/期待，本身是很无力的东西，但努力过后的期待充满色彩，早呀❤️起床后要吃早饭哦,0,网络
早安,早安/有机会耳机分你一个，然后开启心动模式。早吖❤️扑通扑通～,0,网络
早安,早安/不是所有的坚持都有结果，但总有一些坚持，能从一寸冰封的土地里，培育出十万多怒放的蔷薇。早吖❤️细嗅蔷薇,0,网络
早安,早安/请成为永远疯狂，永远浪漫，永远清澈的存在。早啊❤️美好的一切都与你相衬,0,网络
早安,早安/这个世界大概最唯美的爱情就是夕阳西下，我牵着你的手一步一步走向幸福的生活。早❤️无限好～,0,网络
早安,早安/浪迹天涯的孩子，忽晴忽雨的江湖。祝你以梦为马，随处可栖。早安❤️早餐不能忘,0,网络
早安,早安/早晨愉快，一些小美好正在井然有序地发生着。,0,网络
早安,早安/今日份的快乐也正常营业啦。,0,网络
早安,早安/我对世界说早安唯独对你说喜欢,0,网络
早安,早安/起床就告诉你一个秘密:“今天的我依然喜欢你哦”。,0,网络
早安,"早安/初阳已透过雾霭，照暖了阒无一人的堤岸，眼前的一切无不光莹四射。
——蒲宁",0,网络
